aertaishan 阿尔泰山
jiaoxuejihua 教学计划
jiaoxuejindu 教学进度
jiaoxuekeyan 教学科研
jiaoxueneirong 教学内容
jiaoxueruanjian 教学软件
jiaoxueshebei 教学设备
jiaoxuexiaoguo 教学效果
jiaoxueyanjiu 教学研究
jiaoxueyiqi 教学仪器
jiaoxuezhiliang 教学质量
jiaoxueziyuan 教学资源
jiaoyichengben 交易成本
jiaoyiguocheng 交易过程
jiaoyijiage 交易价格
jiaoyipingtai 交易平台
jiaoyizhongxin 交易中心
jiaoyoubushen 交友不慎
jiaoyuandanbai 胶原蛋白
jiaoyubumen 教育部门
jiaoyufangzhen 教育方针
jiaoyuguihua 教育规划
jiaoyujingfei 教育经费
jiaoyulingyu 教育领域
jiaoyupeiyang 教育培养
jiaoyutizhi 教育体制
jiaoyuyindao 教育引导
jiaoyuziyuan 教育资源
jiaqiangduanlian 加强锻炼
jiaqiangliliang 加强力量
jiaqiangtuanjie 加强团结
jiaqinjiachu 家禽家畜
jiarijiudian 假日酒店
jiashejianyan 假设检验
jiasuyundong 加速运动
jiatingbaoli 家庭暴力
jiatingcaichan 家庭财产
jiatingchengyuan 家庭成员
jiatingchushen 家庭出身
jiatingfuye 家庭副业
jiatinghemu 家庭和睦
jiatinghuanjing 家庭环境
jiatingjiaoshi 家庭教师
jiatingjiaoyu 家庭教育
jiatingjuhui 家庭聚会
jiatinglicai 家庭理财
jiatingshebei 家庭设备
jiatingshouru 家庭收入
jiatingwangluo 家庭网络
jiatingxingfu 家庭幸福
jiatingyingyuan 家庭影院
jiatingzhufu 家庭主妇
jiatingzuoye 家庭作业
jiawuhaizhan 甲午海战
jiawulaodong 家务劳动
jiawuzhanzheng 甲午战争
jiayanpanduan 假言判断
jiayibingding 甲乙丙丁
jiayifenxi 加以分析
jiayijiejue 加以解决
jiayongdianqi 家用电器
jiayongkongtiao 家用空调
jiazaiyiqi 加在一起
jiazhangzuofeng 家长作风
jiazhiguannian 价值观念
jiazhiguilv 价值规律
jiazhitixi 价值体系
jiazuqiye 家族企业
jibaiwange 几百万个
jibenbaozhang 基本保障
jibencaozuo 基本操作
jibenchangshi 基本常识
jibenchengfen 基本成分
jibencihui 基本词汇
jibendinglv 基本定律
jibenfangzhen 基本方针
jibengainian 基本概念
jibengongneng 基本功能
jibenguilv 基本规律
jibenguoce 基本国策
jibenguoqing 基本国情
jibenjianshe 基本建设
jibenjineng 基本技能
jibenlizi 基本粒子
jibenluxian 基本路线
jibenmaodun 基本矛盾
jibenmoshi 基本模式
jibennongtian 基本农田
jibenqianti 基本前提
jibenquanli 基本权利
jibensilu 基本思路
jibensuzhi 基本素质
jibentezheng 基本特征
jibenyaosu 基本要素
jibenyuanli 基本原理
jibenzhishi 基本知识
jibenzhunze 基本准则
jibianruci 即便如此
jibieguanxia 级别管辖
jibingfangzhi 疾病防治
jibingzhenduan 疾病诊断
jicengdanwei 基层单位
jicengganbu 基层干部
jicengzuzhi 基层组织
jichangpaodao 机场跑道
jichengdianlu 集成电路
jichudaixie 基础代谢
jichujiagou 基础架构
jichujiaoyu 基础教育
jichukexue 基础科学
jichulilun 基础理论
jichusheshi 基础设施
jichuxueke 基础学科
jichuyixue 基础医学
jichuzhishi 基础知识
jidafengfu 极大丰富
jidaijiejue 亟待解决
jideliyi 既得利益
jidingmubiao 既定目标
jidongbuyi 激动不已
jidongcheliang 机动车辆
jidonglinghuo 机动灵活
jidongrenxin 激动人心
jiduanfuze 极端负责
jiduankunnan 极端困难
jiduanzhongyao 极端重要
jiduanzhuyi 极端主义
jidujiaotu 基督教徒
jiechudaibiao 杰出代表
jiechugongxian 杰出贡献
jiechuhetong 解除合同
jiechurenwu 杰出人物
jiechuwuzhuang 解除武装
jiechuyizhi 接触抑制
jiecijihui 借此机会
jiedaikeren 接待客人
jiedizuzhi 结缔组织
jiefangchulai 解放出来
jiefanglinli 街坊邻里
jiefangribao 解放日报
jiefangshiye 解放事业
jiefangsixiang 解放思想
jiefangyundong 解放运动
jiefangzhanzheng 解放战争
jiefangzhenxian 解放阵线
jiegoudanyuan 结构单元
jiegoujincou 结构紧凑
jiegoulixue 结构力学
jiegousheji 结构设计
jiegoutezheng 结构特征
jiegoutiaozheng 结构调整
jiegouyanmi 结构严密
jiegouzhuyi 结构主义
jieguobiaoming 结果表明
jieguoxianshi 结果显示
jiehebuwei 结合部位
jieheganjun 结核杆菌
jieheshiji 结合实际
jiehundengji 结婚登记
jiehunnianling 结婚年龄
jiehunzhengshu 结婚证书
jiejidouzheng 阶级斗争
jiejiebaitui 节节败退
jiejieshengli 节节胜利
jiejifenxi 阶级分析
jiejijuewu 阶级觉悟
jiejimaodun 阶级矛盾
jiejingshuqing 借景抒情
jiejinquanli 竭尽全力
jiejinsuoneng 竭尽所能
jiejiyishi 阶级意识
jiejuebanfa 解决办法
jiejuebuliao 解决不了
jiejuefangan 解决方案
jiejuekunnan 解决困难
jiejuemaodun 解决矛盾
jiejuewenti 解决问题
jiejuezhidao 解决之道
jiekoubiaozhun 接口标准
jiekoudingyi 接口定义
jiekoujishu 接口技术
jielianbuduan 接连不断
jielibisai 接力比赛
jiemianfengge 界面风格
jiemiansheji 界面设计
jienengchanpin 节能产品
jiepouxuejia 解剖学家
jieranbutong 截然不同
jiesanguohui 解散国会
jieshengjishi 结绳记事
jieshengkaizhi 节省开支
jieshengshijian 节省时间
jieshichengxu 解释程序
jieshiyixia 解释一下
jieshouchengdu 接受程度
jieshoumingling 接受命令
jieshourenwu 接受任务
jieshoushuju 接收数据
jiexijihe 解析几何
jieyueliangshi 节约粮食
jieyuenengyuan 节约能源
jieyueyongdian 节约用电
jieyueyongshui 节约用水
jieyueziyuan 节约资源
jiezhipinlv 截止频率
jiezouqingkuai 节奏轻快
jifengqihou 季风气候
jifengzhouyu 疾风骤雨
jifenkongzhi 积分控制
jigoumingcheng 机构名称
jiguanganbu 机关干部
jiguangceju 激光测距
jiguangchangpian 激光唱片
jiguangdiaoke 激光雕刻
jiguangleida 激光雷达
jiguantuanti 机关团体
jihejishu 几何级数
jiheqilai 集合起来
jihetuxing 几何图形
jihexuejia 几何学家
jihuajingji 计划经济
jihuamaodun 激化矛盾
jihuashengyu 计划生育
jihuatizhi 计划体制
jihuichengben 机会成本
jihuijieshe 集会结社
jihuijundeng 机会均等
jihuiyouxing 集会游行
jihuizhuyi 机会主义
jijianglailin 即将来临
jijicanyu 积极参与
jijiguanzhu 积极关注
jijihezuo 积极合作
jijijinqu 积极进取
jijikaizhan 积极开展
jijimangmang 急急忙忙
jijingshengqing 即景生情
jijingwusheng 寂静无声
jijingzhouzhe 几经周折
jijinxiangmu 基金项目
jijiqingxu 积极情绪
jijisikao 积极思考
jijitaidu 积极态度
jijitansuo 积极探索
jijiuzhongxin 急救中心
jijixiangshang 积极向上
jijixingdong 积极行动
jijiyinsu 积极因素
jijiyiyi 积极意义
jijizhengqu 积极争取
jijizhichi 积极支持
jijizhudong 积极主动
jijuxiajiang 急剧下降
jiliangdanwei 计量单位
jilihuibi 极力回避
jilijizhi 激励机制
jilinchangchun 吉林长春
jilindaxue 吉林大学
jiluxialai 记录下来
jilvchufen 纪律处分
jilvyanming 纪律严明
jinburenshi 进步人士
jinbushiye 进步事业
jindaiwenxue 近代文学
jingangnumu 金刚怒目
jingbeisiling 警备司令
jingcaifencheng 精彩纷呈
jingcaijuelun 精彩绝伦
jingcaiyanchu 精彩演出
jingchangchuxian 经常出现
jingchengtuanjie 精诚团结
jingdiangequ 经典歌曲
jingdianlixue 经典力学
jingdianyingpian 经典影片
jingdianyinyue 经典音乐
jingdianzhizuo 经典之作
jingdianzhuzuo 经典著作
jingdianzuojia 经典作家
jingdianzuopin 经典作品
jingfeizhichu 经费支出
jingguansheji 景观设计
jingguonuli 经过努力
jingguoxunlian 经过训练
jinghangyunhe 京杭运河
jinghantielu 京汉铁路
jinghezuzhi 经合组织
jinghongyipie 惊鸿一瞥
jinghuahuanjing 净化环境
jinghuangshicuo 惊慌失措
jinghutielu 京沪铁路
jingjianzhiling 精简指令
jingjibodong 经济波动
jingjibuju 经济布局
jingjidaguo 经济大国
jingjifanrong 经济繁荣
jingjifengsuo 经济封锁
jingjiganggan 经济杠杆
jingjijiaowang 经济交往
jingjijichu 经济基础
jingjijiufen 经济纠纷
jingjiluohou 经济落后
jingjimingmai 经济命脉
jingjiqinlve 经济侵略
jingjishehui 经济社会
jingjishouyi 经济收益
jingjishuaitui 经济衰退
jingjisunshi 经济损失
jingjitengfei 经济腾飞
jingjitequ 经济特区
jingjitizhi 经济体制
jingjiubushuai 经久不衰
jingjiubuxi 经久不息
jingjiwanglai 经济往来
jingjiweiji 经济危机
jingjixiaoyi 经济效益
jingjixuejia 经济学家
jingjiyuanzhu 经济援助
jingjiyunxing 经济运行
jingjizhanxian 经济战线
jingjizhibiao 经济指标
jingjizhicai 经济制裁
jingjizhixu 经济秩序
jingjizhouqi 经济周期
jingjizongliang 经济总量
jingjizuowu 经济作物
jingkongbuan 惊恐不安
jinglichongpei 精力充沛
jingliguosheng 精力过剩
jingliwangsheng 精力旺盛
jingmaizhushe 静脉注射
jingmaoguanxi 经贸关系
jingmaohezuo 经贸合作
jingmeijuelun 精美绝伦
jingmianfanshe 镜面反射
jingmijixie 精密机械
jingmingnenggan 精明能干
jingmingqianggan 精明强干
jingmiyiqi 精密仪器
jingongcankao 仅供参考
jingqizhaozhan 旌旗招展
jingqueceliang 精确测量
jingruibudui 精锐部队
jingsaihuodong 竞赛活动
jingseyiren 景色宜人
jingshenbaoman 精神饱满
jingshenbuzhen 精神不振
jingshencaifu 精神财富
jingshenchuangshang 精神创伤
jingshendousou 精神抖擞
jingshenfengmao 精神风貌
jingshenfenxi 精神分析
jingshenguli 精神鼓励
jingshenhuanghu 精神恍惚
jingshenjiasuo 精神枷锁
jingshenjiayuan 精神家园
jingshenjibing 精神疾病
jingshenjingjie 精神境界
jingshenliliang 精神力量
jingshenmianmao 精神面貌
jingshenshichang 精神失常
jingshenshiliang 精神食粮
jingshenshizhi 精神实质
jingshensunshi 精神损失
jingshenwenming 精神文明
jingshenyali 精神压力
jingshenzhangai 精神障碍
jingshenzhenfen 精神振奋
jingshenzhizhu 精神支柱
jingshenzhuangtai 精神状态
jingshiqicai 经世奇才
jingshiziji 经史子集
jingshouduanlian 经受锻炼
jingtaipingheng 静态平衡
jingtanbuyi 惊叹不已
jingtidanbai 晶体蛋白
jingtijiegou 晶体结构
jingtishengzhang 晶体生长
jinguangshanshan 金光闪闪
jinguanruci 尽管如此
jingweibudui 警卫部队
jingxianciji 惊险刺激
jingxijiegou 精细结构
jingxinanpai 精心安排
jingxinsheji 精心设计
jingxinzhaoliao 精心照料
jingxinzhizao 精心制造
jingxinzhizuo 精心制作
jingxinzuzhi 精心组织
jingyanbuzu 经验不足
jingyanfengfu 经验丰富
jingyanjiaoliu 经验交流
jingyanjiaoxun 经验教训
jingyanzongjie 经验总结
jingyejingshen 敬业精神
jingyingbushan 经营不善
jingyingcelve 经营策略
jingyingchangsuo 经营场所
jingyingfangshi 经营方式
jingyingguimo 经营规模
jingyingjizhi 经营机制
jingyuanzhexue 经院哲学
jingyundagu 京韵大鼓
jingzhengduishou 竞争对手
jingzhengjizhi 竞争机制
jingzhengnengli 竞争能力
jingzhengshanggang 竞争上岗
jingzhibudong 静止不动
jingzixibao 精子细胞
jingzixingcheng 精子形成
jinianyoupiao 纪念邮票
jinjihuiyi 紧急会议
jinjinbaoguo 紧紧包裹
jinjinchuchu 进进出出
jinjinweirao 紧紧围绕
jinjinzhuazhu 紧紧抓住
jinjiqingkuang 紧急情况
jinjizhuangtai 紧急状态
jinkouchanpin 进口产品
jinkouguanshui 进口关税
jinkoushangpin 进口商品
jinkuaihuifu 尽快恢复
jinliangbimian 尽量避免
jinliangjianshao 尽量减少
jinmijiehe 紧密结合
jinmilianjie 紧密连接
jinmilianxi 紧密联系
jinmipeihe 紧密配合
jinmituanjie 紧密团结
jinmixianglian 紧密相联
jinnianxiatian 今年夏天
jinqinfanzhi 近亲繁殖
jinqinjiehun 近亲结婚
jinqisuoneng 尽其所能
jinqujingshen 进取精神
jinrongfengbao 金融风暴
jinrongfengxian 金融风险
jinrongfuwu 金融服务
jinronggongsi 金融公司
jinrongjianguan 金融监管
jinrongjiaoyi 金融交易
jinrongjigou 金融机构
jinrongshichang 金融市场
jinrongtixi 金融体系
jinrongtizhi 金融体制
jinrongweiji 金融危机
jinrongyewu 金融业务
jinrongzhengquan 金融证券
jinrongzhongxin 金融中心
jinrongziben 金融资本
jinruweidian 进入位点
jinsechitang 金色池塘
jinshengzhidu 晋升制度
jinshiyanjing 近视眼镜
jinshouyandi 尽收眼底
jinshubiaomian 金属表面
jinshucailiao 金属材料
jinshudianji 金属电极
jinshufenmo 金属粉末
jinshufushi 金属腐蚀
jinshugongyi 金属工艺
jinshugoujian 金属构件
jinshuguangze 金属光泽
jinshujiagong 金属加工
jinshujiegou 金属结构
jinshuqimin 金属器皿
jinshusuliao 金属塑料
jinshutaoci 金属陶瓷
jinshuwaike 金属外壳
jinshuyuansu 金属元素
jinshuzhipin 金属制品
jinsijisuan 近似计算
jinsuiqihou 紧随其后
jintianqiyi 金田起义
jintiantianqi 今天天气
jintianxiawu 今天下午
jintuiliangnan 进退两难
jinxingpiping 进行批评
jinxingtanpan 进行谈判
jinxinjieli 尽心竭力
jinxinjinli 尽心尽力
jinxiuheshan 锦绣河山
jinxiuqiancheng 锦绣前程
jinyaoguantou 紧要关头
jinyincaibao 金银财宝
jinyincaifu 金银财富
jinyuanwaijiao 金元外交
jinyuzhuyi 禁欲主义
jinzhangjushi 紧张局势
jinzhangzhuangtai 紧张状态
jinzhitingche 禁止停车
jinzhitongxing 禁止通行
jinzhongbaoguo 尽忠报国
jinzitashi 金字塔式
jiongranbutong 迥然不同
jiongranyoubie 迥然有别
jioujiaoyan 奇偶校验
jiqiaoyundong 技巧运动
jiqifanyi 机器翻译
jiqifengfu 极其丰富
jiqishebei 机器设备
jiqiyuyan 机器语言
jiqizhongyao 极其重要
jiranruci 既然如此
jiroufada 肌肉发达
jirouzuzhi 肌肉组织
jishaoshuren 极少数人
jishianmin 济世安民
jishichuli 及时处理
jishifaxian 及时发现
jishigongzi 计时工资
jishiwange 几十万个
jishiwenxue 纪实文学
jishixiaoxi 即时消息
jishubiaozhun 技术标准
jishubilei 技术壁垒
jishucanshu 技术参数
jishuchanye 技术产业
jishuchuangxin 技术创新
jishuchubei 技术储备
jishugaizao 技术改造
jishugexin 技术革新
jishugugan 技术骨干
jishuguicheng 技术规程
jishuguifan 技术规范
jishukaifa 技术开发
jishumiji 技术密集
jishunandu 技术难度
jishunanti 技术难题
jishupeixun 技术培训
jishurenyuan 技术人员
jishushebei 技术设备
jishushili 技术实力
jishushouduan 技术手段
jishushuiping 技术水平
jishushuizhun 技术水准
jishutuiguang 技术推广
jishuxiezuo 技术协作
jishuzhibiao 技术指标
jishuzhichi 技术支持
jishuzhuangbei 技术装备
jishuzhuanrang 技术转让
jisuanchangdu 计算长度
jisuanchulai 计算出来
jisuancuowu 计算错误
jisuanfangfa 计算方法
jisuangongshi 计算公式
jisuanjieguo 计算结果
jisuanjishu 计算技术
jisuannengli 计算能力
jisuansudu 计算速度
jisuanzhongxin 计算中心
jisushuiping 激素水平
jitichuangzuo 集体创作
jitifuli 集体福利
jitihunli 集体婚礼
jitijingji 集体经济
jitilingdao 集体领导
jitiliyi 集体利益
jitinongzhuang 集体农庄
jitishenghuo 集体生活
jitisuoyou 集体所有
jitixingdong 集体行动
jitizhuyi 集体主义
jituangufen 集团股份
jiubiechongfeng 久别重逢
jiucaihezi 韭菜合子
jiuchanbuqing 纠缠不清
jiucijieshu 就此结束
jiudiqucai 就地取材
jiujizaimin 救济灾民
jiuqiyuanyin 究其原因
jiushichongti 旧事重提
jiushiniandai 九十年代
jiuwangyundong 救亡运动
jiuyejiegou 就业结构
jiuyejihui 就业机会
jiuyerenkou 就业人口
jiuyerenshu 就业人数
jiuzhangsuanshu 九章算术
jiuzhengcuowu 纠正错误
jiuzhiyanshuo 就职演说
jiweizhongyao 极为重要
jiwudongci 及物动词
jixiangruyi 吉祥如意
jixiangtuan 吉祥图案
jixiechuandong 机械传动
jixiegongcheng 机械工程
jixiejiagong 机械加工
jixielingjian 机械零件
jixieshebei 机械设备
jixiesheji 机械设计
jixiexiaolv 机械效率
jixiexingneng 机械性能
jixiexitong 机械系统
jixieyundong 机械运动
jixiezhendong 机械振动
jixiezhitu 机械制图
jixiezhizao 机械制造
jixiezhuangbei 机械装备
jixingduxing 急性毒性
jixingfazhan 畸形发展
jixingfenzi 极性分子
jixufayang 继续发扬
jixujiejue 急需解决
jixuqianjin 继续前进
jixuxiaqu 继续下去
jixuzhixing 继续执行
jiyigaochao 技艺高超
jiyihejin 记忆合金
jiyingongcheng 基因工程
jiyintubian 基因突变
jiyinzhiliao 基因治疗
jiyubangzhu 给予帮助
jiyuhouwang 寄予厚望
jiyushigong 急于事功
jizaixialai 记载下来
jizhiguoduan 机智果断
jizhiyonggan 机智勇敢
jizhongbingli 集中兵力
jizhongchuli 集中处理
jizhongfanying 集中反映
jizhongguanli 集中管理
jizhongjingli 集中精力
jizhongkongzhi 集中控制
jizhongliliang 集中力量
jizhongmubiao 击中目标
jizhongpingyuan 冀中平原
jizhongtixian 集中体现
jizhongtongyi 集中统一
jizhongyaohai 击中要害
jizhuidongwu 脊椎动物
juanjuanxiliu 涓涓细流
juankuanjuanwu 捐款捐物
jubanhuodong 举办活动
jubaodianhua 举报电话
jubaozhongxin 举报中心
jubeitiaojian 具备条件
jubenchuangzuo 剧本创作
jubenxiaoshuo 剧本小说
jubenyixi 聚苯乙烯
jubudiqu 局部地区
jubuliyi 局部利益
jucubuan 局促不安
judabianhua 巨大变化
judachengjiu 巨大成就
judagongxian 巨大贡献
judajinbu 巨大进步
judashengli 巨大胜利
judasunshi 巨大损失
judazuoyong 巨大作用
juebufangqi 绝不放弃
juebuyunxu 绝不允许
juecechengxu 决策程序
juecefenxi 决策分析
juecejigou 决策机构
juecewenti 决策问题
jueceyiju 决策依据
juedabufen 绝大部分
juedaduoshu 绝大多数
jueduibawo 绝对把握
jueduiduoshu 绝对多数
jueduilingdu 绝对零度
jueduishidu 绝对湿度
jueduiwucha 绝对误差
jueduiyoushi 绝对优势
jueduizhenli 绝对真理
jueleizhiwu 蕨类植物
juelirun 巨额利润
juereguocheng 绝热过程
juesebanyan 角色扮演
juesechongtu 角色冲突
juesexingwei 角色行为
jueshengqianli 决胜千里
jueshiyinyue 爵士音乐
jueshiyuedui 爵士乐队
jueyuancailiao 绝缘材料
jueyuanjiaodai 绝缘胶带
jufafenxi 句法分析
jufajiegou 句法结构
jugaobuxia 居高不下
jugongziao 居功自傲
juguohuanqing 举国欢庆
juguoshangxia 举国上下
juhefanying 聚合反应
juheqilai 聚合起来
jujinyiyou 距今已有
jujuejieshou 拒绝接受
jujuezhixing 拒绝执行
juleifenxi 聚类分析
julieyundong 剧烈运动
julifuren 居里夫人
julilaishuo 举例来说
julilizheng 据理力争
julishuoming 举例说明
juminjiating 居民家庭
juminshouru 居民收入
juminxiaoqu 居民小区
junbeijingsai 军备竞赛
junchenfuzi 君臣父子
jundengfenlie 均等分裂
junfeikaizhi 军费开支
jungongqiye 军工企业
junguanxuexiao 军官学校
junhuojiaoyi 军火交易
junminguanxi 军民关系
junmintuanjie 军民团结
junminyizhi 军民一致
junshichongtu 军事冲突
junshifating 军事法庭
junshifayuan 军事法院
junshiguwen 军事顾问
junshijidi 军事基地
