阿曼米黄	amanmihuang
刚毅酒壶	gangyijiuhu
冈夷条纹	gangyitiaowen
刚玉	gangyu
钢栅栏门	gangzhalanmen
钢折叠门	gangzhediemen
钢制	gangzhi
钢支撑	gangzhicheng
钢制管件	gangzhiguanjian
刚重比	gangzhongbi
高层公寓	gaocenggongyu
高产草	gaochancao
高产速成林	gaochansuchenglin
高场	gaochang
高潮	gaochao
高程	gaocheng
高程点	gaochengdian
高处作业	gaochuzuoye
高处作业分级	gaochuzuoyefenji
高纯锗谱仪	gaochunzhepuyi
高陡	gaodou
高陡边坡	gaodoubianpo
高度空穴效应	gaodukongxuexiaoying
高毒作业场所	gaoduzuoyechangsuo
高尔夫球车	gaoerfuqiuche
高负荷曝气	gaofuhebaoqi
搞浑	gaohun
高级用户电报	gaojiyonghudianbao
高架桥	gaojiaqiao
高蛟红	gaojiaohong
高阶模	gaojiemo
告警指令	gaojingzhiling
高开	gaokai
高空带	gaokongdai
高粱	gaoliang
高能粒子谱仪	gaonenglizipuyi
高频	gaopin
高频通信	gaopintongxin
高强螺栓	gaoqiangluoshuan
高山积雪	gaoshanjixue
高山榕	gaoshanrong
高斯	gaosi
高斯束	gaosishu
高速充电	gaosuchongdian
高速钢刀具	gaosugangdaoju
高速公路	gaosugonglu
高速扫描仪	gaosusaomiaoyi
锆钛酸铅陶瓷	gaotaisuanqiantaoci
高温	gaowen
高温消化	gaowenxiaohua
高效中继线	gaoxiaozhongjixian
高新健腹器	gaoxinjianfuqi
高雪轮	gaoxuelun
高压	gaoya
高压保险	gaoyabaoxian
高压电缆	gaoyadianlan
高压电阻器	gaoyadianzuqi
高压脚踏气筒	gaoyajiaotaqitong
高压开关板	gaoyakaiguanban
高压可调谐	gaoyaketiaoxie
高压钠汽灯	gaoyanaqideng
高压配电盘	gaoyapeidianpan
高压容器熔	gaoyarongqirong
高压熔丝	gaoyarongsi
高压水银灯	gaoyashuiyindeng
高压线	gaoyaxian
高压验电器	gaoyayandianqi
高液限土	gaoyexiantu
高枝剪	gaozhijian
疙疤儿	gebaer
隔板	geban
戈壁麻	gebima
各层竖井内	gecengshujingnei
各触探点	gechutandian
铬带	gedai
隔断	geduan
隔断板	geduanban
镉汞电池	gegongdianchi
膈关	geguan
隔火墙	gehuoqiang
隔火设施	gehuosheshi
割集码	gejima
格拉斯霍夫数	gelasihuofushu
各类报告	geleibaogao
各类相关	geleixiangguan
各类资料	geleiziliao
隔离孔	gelikong
格林电动工具	gelindiandonggongju
哥仑布红	gelunbuhong
格罗夫模型	geluofumoxing
格码	gema
隔膜	gemo
隔膜真空计	gemozhenkongji
格片散光罩	gepiansanguangzhao
隔坡梯田	gepotitian
搁起	geqi
隔气层	geqiceng
隔气层涂料	geqicengtuliao
隔墙封纸	geqiangfengzhi
隔墙轻龙骨	geqiangqinglonggu
隔热	gere
隔热玻璃	gereboli
隔热地板	gerediban
隔热混凝土	gerehunningtu
割肉	gerou
格桑花开	gesanghuakai
隔声垫	geshengdian
隔声工程	geshenggongcheng
格式化工具	geshihuagongju
格式化硬盘	geshihuayingpan
隔水层	geshuiceng
个体	geti
格条	getiao
各项施工	gexiangshigong
隔音层	geyinceng
隔音混凝土	geyinhunningtu
镉银蓄电池	geyinxudianchi
膈俞	geyu|geshu
葛枣子	gezaozi
格状框条	gezhuangkuangtiao
格状网	gezhuangwang
给水表	geishuibiao
给水度	geishuidu
给水额定流量	jishuiedingliuliang|geishuiedingliuliang
给水管线	geishuiguanxian|jishuiguanxian
给水立管	geishuiliguan|jishuiliguan
根菜类蔬菜	gencaileishucai
根轨迹法	genguijifa
根据	genju
根瘤菌剂	genliujunji
根梅尔	genmeier
跟年纪	gennianji
根线虫病	genxianchongbing
根肿病	genzhongbing
跟踪	genzong
跟踪管理	genzongguanli
跟踪监察	genzongjiancha
跟踪雷达	genzongleida
更多	gengduo
更换	genghuan
更新世	gengxinshi
耕植	gengzhi
耕植客土	gengzhiketu
耕植土	gengzhitu
耕作机具	gengzuojiju
攻搏	gongbo
工程编号	gongchengbianhao
工程措施	gongchengcuoshi
工程地震	gongchengdizhen
工程地质勘察	gongchengdizhikancha
工程点	gongchengdian
工程范围	gongchengfanwei
工程活动	gongchenghuodong
工程勘察设计	gongchengkanchasheji
工程量清单	gongchengliangqingdan
工程手段	gongchengshouduan
工程为	gongchengwei
工程造价管理	gongchengzaojiaguanli
工程造林	gongchengzaolin
工程钻机	gongchengzuanji
公称最大粒径	gongchengzuidalijing
汞池阴极	gongchiyinji
汞池整流管	gongchizhengliuguan
巩丹茹	gongdanru
宫灯	gongdeng
工地转移费	gongdizhuanyifei
供电干线	gongdianganxian
供电回路	gongdianhuilu
共淀积	gongdianji
供电机组	gongdianjizu
弓度	gongdu
共轭断层	gongeduanceng
共轭节理	gongejieli
宫粉紫荆	gongfenzijing
共格晶界	gonggejingjie
公共档案	gonggongdangan
公共照明	gonggongzhaoming
公共走道	gonggongzoudao
公害	gonghai
汞弧整流管	gonghuzhengliuguan
公贿	gonghui
共焦谐振腔	gongjiaoxiezhenqiang
工具	gongju
工具名称	gongjumingcheng
工可	gongke
工可报告	gongkebaogao
公历	gongli
公路	gonglu
公路景观设计	gonglujingguansheji
共路信令	gongluxinling
公螺纹	gongluowen
功率电子学	gonglvdianzixue
功率管理	gonglvguanli
功率谱估计	gonglvpuguji
公母石	gongmushi
公母石村	gongmushicun
功能码	gongnengma
功能陶瓷	gongnengtaoci
功能叶	gongnengye
功能饮料	gongnengyinliao
供暖系统	gongnuanxitong
工棚	gongpeng
公平信实	gongpingxinshi
工期定额	gongqidinge
供气管	gongqiguan
汞气管	gongqiguan
供气管道	gongqiguandao
拱桥	gongqiao
拱上侧墙	gongshangceqiang
拱上结构	gongshangjiegou
共实测	gongshice
共施工	gongshigong
供水所	gongshuisuo
公孙	gongsun
共心谐振腔	gongxinxiezhenqiang
弓形湖	gongxinghu
弓形支架	gongxingzhijia
工序检验	gongxujianyan
供氧气量	gongyangqiliang
工业废渣	gongyefeizha
工业废渣基层	gongyefeizhajiceng
工业化发展	gongyehuafazhan
工业用擦拭纸	gongyeyongcashizhi
工业原料林	gongyeyuanliaolin
工艺品	gongyipin
供应	gongying
共用接地	gongyongjiedi
共用网	gongyongwang
共用线	gongyongxian
拱胀	gongzhang
宫兆清	gongzhaoqing
共振	gongzhen
公锥	gongzhui
工作桥	gongzuoqiao
工作站	gongzuozhan
沟边埂	goubiangeng
苟不教性乃迁	goubujiaoxingnaiqian
沟槽	goucao
沟道技术	goudaojishu
沟道密度	goudaomidu
勾缝	goufeng
构骨	gougu
沟谷	gougu
沟壑密度	gouhemidu
钩缓	gouhuan
构架安装	goujiaanzhuang
构件	goujian
构件支撑	goujianzhicheng
沟垄耕作	goulonggengzuo
购买力	goumaili
沟蚀	goushi
构树	goushu
垢下腐蚀	gouxiafushi
构造	gouzao
构造边缘构件	gouzaobianyuangoujian
构造窗	gouzaochuang
构造单元	gouzaodanyuan
构造复合	gouzaofuhe
构造格架	gouzaogejia
构造湖	gouzaohu
构造筋	gouzaojin
构造盆地	gouzaopendi
构造圈	gouzaoquan
构造深度	gouzaoshendu
构造体系	gouzaotixi
构造物理学	gouzaowulixue
构造详图	gouzaoxiangtu
构造形迹	gouzaoxingji
构造旋回	gouzaoxuanhui
构造柱	gouzaozhu
构造主要	gouzaozhuyao
古堡灰	gubaohui
古代稀	gudaixi
古地磁	gudici
古地磁极	gudiciji
古地震	gudizhen
古典金麻	gudianjinma
古典米黄	gudianmihuang
固定布水器	gudingbushuiqi
固定单价	gudingdanjia
固定电感器	gudingdianganqi
固定电容器	gudingdianrongqi
固定回波	gudinghuibo
固定连接器	gudinglianjieqi
固定论	gudinglun
固定模型	gudingmoxing
固定剖面	gudingpoumian
固定装置	gudingzhuangzhi
固定资产	gudingzichan
固定总价	gudingzongjia
股东	gudong
固端	guduan
谷坊	gufang
孤峰组	gufengzu
估计	guji
骨架	gujia
古金褐	gujinhe
古近纪	gujinji
谷壳分离	gukefenli
骨料	guliao
鼓楼	gulou
古鹿锻压机床	guluduanyajichuang
古木纹	gumuwen
姑娘漂亮	guniangpiaoliang
估评	guping
固坡	gupo
固溶度	gurongdu
固溶体半导体	gurongtibandaoti
股事	gushi
孤石	gushi
估算	gusuan
估算指标	gusuanzhibiao
固态磁控管	gutaicikongguan
固态敏感器	gutaiminganqi
固态调制器	gutaitiaozhiqi
固体潮	gutichao
固体负荷	gutifuhe
固体径流	gutijingliu
古土壤	guturang
古纬度	guweidu
股息	guxi
固相外延	guxiangwaiyan
固相线	guxiangxian
古新世	guxinshi
固有滤过	guyoulvguo
固有品质因数	guyoupinzhiyinshu
故障	guzhang
古装明星	guzhuangmingxing
孤子激光器	guzijiguangqi
瓜栱	guagong
挂钩	guagou
刮腻子	guanizi
挂网喷草	guawangpencao
瓜子栱	guazigong
拐点灵敏度	guaidianlingmindu
管壁厚	guanbihou
管材	guancai
观测	guance
观测档	guancedang
观测井	guancejing
观测距离	guancejuli
观测值	guancezhi
观察性流域	guanchaxingliuyu
观察者系数	guanchazhexishu
管道	guandao
管道保温	guandaobaowen
管道工具	guandaogongju
管道间	guandaojian
管道内底标高	guandaoneidibiaogao
管道排水	guandaopaishui
管道清理机	guandaoqingliji
管道设计	guandaosheji
管道系统图	guandaoxitongtu
管敦怡	guandunyi
灌缝	guanfeng
灌溉泵站测量	guangaibengzhanceliang
灌溉农业	guangainongye
灌溉水质标准	guangaishuizhibiaozhun
灌溉田	guangaitian
管沟	guangou
管涵	guanhan
管件	guanjian
关键词	guanjianci
冠接	guanjie
管井沉淀管	guanjingchendianguan
管井滤水管	guanjinglvshuiguan
管理不严	guanlibuyan
管理房	guanlifang
管理所	guanlisuo
管理图	guanlitu
管理呀	guanliya
管理与交流	guanliyujiaoliu
管内敷线	guanneifuxian
管内径	guanneijing
管内流行时间	guanneiliuxingshijian
灌铅	guanqian
贯入法	guanrufa
观赏辣椒	guanshanglajiao
观赏园艺	guanshangyuanyi
管式配水系统	guanshipeishuixitong
惯态面	guantaimian
贯通	guantong
管外径	guanwaijing
管网漏失水量	guanwangloushishuiliang
管网综合	guanwangzonghe
管线	guanxian
管线布置	guanxianbuzhi
管线系统	guanxianxitong
管线综合设计	guanxianzonghesheji
冠形	guanxing
管性质理问题	guanxingzhiliwenti
观音山组	guanyinshanzu
观音塘山	guanyintangshan
贯月忍冬	guanyuerendong
灌注桩	guanzhuzhuang
管子吊架	guanzidiaojia
管子箍	guanzigu
管子钳	guanziqian
管子托架	guanzituojia
管座	guanzuo
光泵	guangbeng
光泵浦	guangbengpu
广播型图文	guangboxingtuwen
广播业务	guangboyewu
光补偿点	guangbuchangdian
光彩事业	guangcaishiye
光导仪器	guangdaoyiqi
光电测距仪	guangdiancejuyi
光电导衰退	guangdiandaoshuaitui
光电对抗	guangdianduikang
光电化学电池	guangdianhuaxuedianchi
光电集成电路	guangdianjichengdianlu
光电控制	guangdiankongzhi
光电控制装置	guangdiankongzhizhuangzhi
光电离	guangdianli
光电行波管	guangdianxingboguan
光电转换效率	guangdianzhuanhuanxiaolv
广东万年青	guangdongwannianqing
光阀	guangfa
光发送机	guangfasongji
光伏器件	guangfuqijian
光伏效应	guangfuxiaoying
光孤子	guangguzi
光合强度	guangheqiangdu
光核桃	guanghetao
光合有效辐射	guangheyouxiaofushe
光环	guanghuan
光机扫描仪	guangjisaomiaoyi
广金钱草	guangjinqiancao
光缆	guanglan
光缆连接器	guanglanlianjieqi
光零差探测	guanglingchatance
光轮压路机	guanglunyaluji
光滤波器	guanglvboqi
光敏感器	guangminganqi
光敏开关	guangminkaiguan
光敏微晶玻璃	guangminweijingboli
光能利用率	guangnengliyonglv
光耦合器	guangouheqi
光盘以	guangpanyi
光偏置	guangpianzhi
光偏转	guangpianzhuan
光频标	guangpinbiao
光频频分复用	guangpinpinfenfuyong
光谱信息	guangpuxinxi
光强调制	guangqiangtiaozhi
光时域反射仪	guangshiyufansheyi
光衰减器	guangshuaijianqi
光调制器	guangtiaozhiqi
光同步网	guangtongbuwang
光通量法	guangtongliangfa
光外差探测	guangwaichatance
广西白	guangxibai
光纤包层	guangxianbaoceng
光纤差动保护	guangxianchadongbaohu
光纤固定接头	guangxiangudingjietou
光纤激光器	guangxianjiguangqi
光纤敏感器	guangxianminganqi
光纤色散	guangxiansesan
光纤束	guangxianshu
光纤陀螺	guangxiantuoluo
光信息处理	guangxinxichuli
光学存储	guangxuecunchu
光学谐振腔	guangxuexiezhenqiang
光学章动	guangxuezhangdong
光学准直	guangxuezhunzhi
光叶榉	guangyeju
光照处理	guangzhaochuli
光致变色玻璃	guangzhibianseboli
光周期现象	guangzhouqixianxiang
光注入器	guangzhuruqi
光子	guangzi
光自陷	guangzixian
硅靶视象管	guibashixiangguan
硅丙	guibing
归并为	guibingwei
桂承新	guichengxin
轨窗帘	guichuanglian
硅带生长	guidaishengzhang
归档	guidang
归档文件目录	guidangwenjianmulu
轨道高度	guidaogaodu
轨道管	guidaoguan
轨道铺筑	guidaopuzhu
轨道预报	guidaoyubao
柜对角线	guiduijiaoxian
规范文法	guifanwenfa
规范项目	guifanxiangmu
贵妃红	guifeihong
贵妃黄	guifeihuang
规划设计条件	guihuashejitiaojian
硅化物栅	guihuawushan
归卷	guijuan
硅铝层	guilvceng
硅镁层	guimeiceng
柜面监督	guimianjiandu
硅酸盐板	guisuanyanban
桂西红	guixihong
归一化探测率	guiyihuatancelv
桂圆	guiyuan
硅质灰岩	guizhihuiyan
桂竹香	guizhuxiang
贵族商店	guizushangdian
滚动	gundong
滚动校正	gundongjiaozheng
滚降	gunjiang
滚轮式玻璃刀	gunlunshibolidao
滚筒式搅拌机	guntongshijiaobanji
滚筒刷	guntongshua
国宝灰	guobaohui
果菜类蔬菜	guocaileishucai
过程平均	guochengpingjun
过程线	guochengxian
郭次口	guocikou
国道	guodao
锅顶山	guodingshan
过渡层	guoduceng
过度抽取	guoduchouqu
过分放牧	guofenfangmu
郭广峰	guoguangfeng
郭海生	guohaisheng
过会聚	guohuiju
国际货币市场	guojihuobishichang
国际统计学会	guojitongjixuehui
国家档案	guojiadangan
国家决算	guojiajuesuan
国家空管系统	guojiakongguanxitong
国家林业局	guojialinyeju
果酱	guojiang
果酒	guojiu
郭可汾	guokefen
过来也好	guolaiyehao
郭磊	guolei
过量砍伐	guoliangkanfa
郭灵	guoling
过零鉴别器	guolingjianbieqi
锅炉	guolu
锅炉给水泵	guolugeishuibeng|guolujishuibeng
过路黄	guoluhuang
过滤	guolv
过滤室	guolvshi
过氯乙烯磁漆	guolvyixiciqi
过氯乙烯底漆	guolvyixidiqi
过氯乙烯腻子	guolvyixinizi
过氯乙烯漆	guolvyixiqi
过氯乙烯清漆	guolvyixiqingqi
国民党主席	guomindangzhuxi
果木类	guomulei
国内法	guoneifa
国庆花	guoqinghua
过群聚	guoqunju
果肉	guorou
果肉饮料	guorouyinliao
过剩载流子	guoshengzailiuzi
国势统计学派	guoshitongjixuepai
果实直感	guoshizhigan
果树栽培	guoshuzaipei
过水路面	guoshuilumian
过塌陷	guotaxian
国外软件	guowairuanjian
国王椰子	guowangyezi
国信新城	guoxinxincheng
国营林场	guoyinglinchang
国有林业单位	guoyoulinyedanwei
过载	guozai
过载保护	guozaibaohu
过振	guozhen
郭谘口	guozikou
哈承佑	hachengyou
哈佛白麻	hafobaima
哈夫抱箍	hafubaogu
哈雷车	haleiche
哈密瓜	hamigua
哈密黄	hamihuang
海岸	haian
海岸线	haianxian
海拔	haiba
海滨	haibin
海滨木槿	haibinmujin
海波	haibo
海沧白	haicangbai
海潮	haichao
海川电器	haichuandianqi
海道测量	haidaoceliang
海岛棉	haidaomian
海底通信	haiditongxin
海防林	haifanglin
害风	haifeng
海风	haifeng
骇惧	haiju
海军卫导系统	haijunweidaoxitong
海浪	hailang
海勒邵模拟	haileshaomoni
海马	haima
海漫	haiman
海绵轮	haimianlun
海绵镍阴极	haimiannieyinji
海绵刷	haimianshua
海南菜豆	hainancaidou
海南黑	hainanhei
海南红豆	hainanhongdou
海南蒌	hainanlou
海南洒金	hainansajin
海南椰子	hainanyezi
海平厨具	haipingchuju
海平面	haipingmian
海区总图	haiquzongtu
海石竹	haishizhu
海水激活电池	haishuijihuodianchi
海滩	haitan
海图	haitu
海湾	haiwan
海峡军事	haixiajunshi
海相	haixiang
海啸	haixiao
海洋白	haiyangbai
海洋测量	haiyangceliang
海洋地球化学	haiyangdiqiuhuaxue
海洋环境	haiyanghuanjing
海州常山	haizhouchangshan
孩子演电影	haiziyandianying
韩爱玲	hanailing
汉白玉	hanbaiyu
含白云质	hanbaiyunzhi
旱冰场	hanbingchang
寒潮	hanchao
旱垂柳	hanchuiliu
寒带	handai
旱稻	handao
旱地农业	handinongye
涵洞	handong
寒风	hanfeng
旱风	hanfeng
含钢量	hangangliang
旱谷	hangu
韩红玉	hanhongyu
憨乎乎	hanhuhu
汉化修正版	hanhuaxiuzhengban
汉江中下游	hanjiangzhongxiayou
焊接	hanjie
焊接钢筋	hanjiegangjin
旱井	hanjing
焊炬	hanju
含腊量试验	hanlaliangshiyan
寒冷	hanleng
寒流	hanliu
旱流污水	hanliuwushui
汉明窗	hanmingchuang
汉明界	hanmingjie
含泥量	hanniliang
函聘	hanpin
寒气	hanqi
寒热	hanre
旱伞草	hansancao
含沙量	hanshaliang
撼山拔树	hanshanbashu
含湿度	hanshidu
含水度	hanshuidu
含水量	hanshuiliang
含水率	hanshuilv
汉托	hantuo
韩卫胜	hanweisheng
含笑	hanxiao
汉新红	hanxinhong
含羞草	hanxiucao
寒暄客套	hanxuanketao
颔厌	hanyan
汉阳郭次口	hanyangguocikou
涵养水源	hanyangshuiyuan
焊油	hanyou
焊渣	hanzha
寒证	hanzheng
航标	hangbiao
航测地籍	hangcediji
航道	hangdao
航道管理	hangdaoguanli
巷道识别	hangdaoshibie
巷道碎部测量	hangdaosuibuceliang
巷道验收丈量	hangdaoyanshouzhangliang
巷道中线标定	hangdaozhongxianbiaoding
航海雷达	hanghaileida
杭灰	hanghui
行间中耕机	hangjianzhonggengji
航空电子学	hangkongdianzixue
航空相片	hangkongxiangpian
夯扩桩	hangkuozhuang
航摄基线	hangshejixian
夯实	hangshi
行输出变压器	hangshuchubianyaqi
航速	hangsu
航天摄影	hangtiansheying
航天摄影测量	hangtiansheyingceliang
航艇洞库测量	hangtingdongkuceliang
航卫片	hangweipian
航位推算导航	hangweituisuandaohang
航位推算法	hangweituisuanfa
航线监视雷达	hangxianjianshileida
航向信标	hangxiangxinbiao
航行障碍物	hangxingzhangaiwu
毫安	haoan
耗材	haocai
好点干活	haodianganhuo
耗电量	haodianliang
好附	haofu
蒿秆覆盖	haoganfugai
昊昊滑板车	haohaohuabanche
耗尽近似	haojinjinsi
耗尽型逻辑	haojinxingluoji
毫克	haoke
号孔	haokong
蒿柳	haoliu
郝美英	haomeiying
毫米	haomi
毫米波通信	haomibotongxin
毫秒	haomiao
毫升	haosheng
郝燕	haoyan
好氧消化	haoyangxiaohua
荷包花	hebaohua
荷包牡丹	hebaomudan
禾本科绿肥	hebenkelvfei
核泵浦	hebengpu
合成电阻器	hechengdianzuqi
合成坡度	hechengpodu
河川径流	hechuanjingliu
河床	hechuang
河道管理	hedaoguanli
核电池	hedianchi
核定控制费用	hedingkongzhifeiyong
赫尔维茨判据	heerweicipanju
河谷调蓄量	hegutiaoxuliang
荷花米黄	hehuamihuang
合金钻头	hejinzuantou
河口	hekou
河口湾	hekouwan
荷兰菊	helanju
河流	heliu
河流等级	heliudengji
阂留缝	heliufeng
河流干涸	heliuganhe
河流阶地	heliujiedi
河流流域	heliuliuyu
河流频数	heliupinshuo
河流深潭	heliushentan
合流水量	heliushuiliang
河流弯曲度	heliuwanqudu
河流学	heliuxue
河流纵断面	heliuzongduanmian
河流纵剖面	heliuzongpoumian
河南柏	henanbai
河曲	hequ
褐色土豆	hesetudou
何氏凤仙	heshifengxian
盒式录象机	heshiluxiangji
盒式录音机	heshiluyinji
盒式透镜	heshitoujing
核素成象	hesuchengxiang
核素扫描机	hesusaomiaoji
核桃红	hetaohong
核桃钳	hetaoqian
核听诊器	hetingzhenqi
褐土	hetu
河湾	hewan
河网密度	hewangmidu
河网形式	hewangxingshi
核芯	hexin
核芯筒	hexintong
核心筒	hexintong
核雄性不育系	hexiongxingbuyuxi
何学茂	hexuemao
和易性	heyixing
核移植	heyizhi
合用线	heyongxian
荷载	hezai
荷载导算	hezaidaosuan
荷载输入	hezaishuru
荷载组合	hezaizuhe
合脂	hezhi
核质互作	hezhihuzuo
合作设计	hezuosheji
黑白电视	heibaidianshi
黑白根	heibaigen
黑白花	heibaihua
黑白可视	heibaikeshi
黑白片	heibaipian
黑白显象管	heibaixianxiangguan
黑白玉	heibaiyu
黑板	heiban
黑板岩	heibanyan
黑点儿	heidianer
黑洞石	heidongshi
黑粉菌	heifenjun
黑骨大红花	heigudahonghua
黑金彩麻	heijincaima
黑金花	heijinhua
黑金沙麻石	heijinshamashi
黑罗兰	heiluolan
黑桃木贴面板	heitaomutiemianban
黑铁管	heitieguan
黑铁皮	heitiepi
黑杨	heiyang
黑榆	heiyu
痕量元素	henliangyuansu
很热闹吧	henrenaoba
很微弱	henweiruo
恒比鉴别器	hengbijianbieqi
横电磁波室	hengdianciboshi
横缝	hengfeng
横栱	henggong
横骨	henggu
横管	hengguan
横管弯曲度	hengguanwanqudu
