阿姆可铁	amuketie
仰角显示器	yangjiaoxianshiqi
仰角引导单元	yangjiaoyindaodanyuan
阳接触件	yangjiechujian
样品	yangpin
扬声器	yangshengqi
遥测	yaoce
遥测电压表	yaocedianyabiao
遥感	yaogan
遥控	yaokong
遥控动力学	yaokongdonglixue
遥控机械手	yaokongjixieshou
遥控开闭	yaokongkaibi
遥控视频监视	yaokongshipinjianshi
遥控运载器	yaokongyunzaiqi
遥控站	yaokongzhan
遥控指令	yaokongzhiling
遥调	yaotiao
页分段模式	yefenduanmoshi
液封技术	yefengjishu
液封真空泵	yefengzhenkongbeng
液封直拉法	yefengzhilafa
液环真空泵	yehuanzhenkongbeng
冶金级硅	yejinjigui
液晶光阀	yejingguangfa
液晶显示	yejingxianshi
页模式	yemoshi
液态防焊	yetaifanghan
液态源扩散	yetaiyuankuosan
液体激光器	yetijiguangqi
液位压力计	yeweiyaliji
业务	yewu
液相外延	yexiangwaiyan
仪表飞行规则	yibiaofeixingguize
仪表误差	yibiaowucha
仪表着陆系统	yibiaozhuoluxitong
移不变系统	yibubianxitong
异步传递方式	yibuchuandifangshi
异步传输	yibuchuanshu
异步通讯伺服器	yibutongxunsifuqi
异步转移方式	yibuzhuanyifangshi
异常辉光放电	yichanghuiguangfangdian
异常透射法	yichangtoushefa
逸出功	yichugong
逸出深度	yichushendu
一次抽样	yicichouyang
一次电池	yicidianchi
一次雷达	yicileida
一次显示	yicixianshi
一次性写入多次读出光盘	yicixingxieruduociduchuguangpan
一次指令	yicizhiling
移动式起重机	yidongshiqizhongji
移动台	yidongtai
移动通信	yidongtongxin
移动卫星通信	yidongweixingtongxin
移动站	yidongzhan
镱铒光纤放大器	yierguangxianfangdaqi
疑符	yifu
一阶系统	yijiexitong
乙类放大器	yileifangdaqi
一列式电子枪	yilieshidianziqiang
钇铝石榴石激光器	yilvshiliushijiguangqi
译码	yima
译码器	yimaqi
移位寄存器	yiweijicunqi
异相成核	yixiangchenghe
移相器	yixiangqi
移相振荡器	yixiangzhendangqi
医学电子学	yixuedianzixue
一氧化碳激光器	yiyanghuatanjiguangqi
疑义度	yiyidu
异质结	yizhijie
异质结构	yizhijiegou
异质结结构	yizhijiejiegou
异质结晶体管	yizhijiejingtiguan
异质结双极晶体管	yizhijieshuangjijingtiguan
抑制栅极	yizhishanji
抑制射频干扰电容器	yizhishepinganraodianrongqi
异质外延	yizhiwaiyan
隐蔽接收	yinbijieshou
引导雷达	yindaoleida
引导式干扰	yindaoshiganrao
因果律	yinguolv
因果系统	yinguoxitong
因果性	yinguoxing
引火	yinhuo
阴极	yinji
阴极辉光	yinjihuiguang
阴极疲劳	yinjipilao
阴极射线管	yinjishexianguan
阴极射线致发光	yinjishexianzhifaguang
阴极寿命	yinjishouming
阴极输出器	yinjishuchuqi
阴极有效系数	yinjiyouxiaoxishu
阴极中毒	yinjizhongdu
音节	yinjie
阴接触件	yinjiechujian
音控防鸣器	yinkongfangmingqi
隐埋扩散区	yinmaikuosanqu
音频变压器	yinpinbianyaqi
音频放大器	yinpinfangdaqi
音频振荡器	yinpinzhendangqi
引燃电流	yinrandianliu
引燃管	yinranguan
引燃极	yinranji
引燃时间	yinranshijian
荫栅	yinshan
印刷及预烤	yinshuajiyukao
铟锡氧化物	yinxiyanghuawu
引线键合	yinxianjianhe
引线框式键合	yinxiankuangshijianhe
音箱	yinxiang
隐形目标	yinxingmubiao
印压	yinya
荫罩	yinzhao
印制板	yinzhiban
印制板连接器	yinzhibanlianjieqi
印制板组装件	yinzhibanzuzhuangjian
印制电路	yinzhidianlu
印制线路	yinzhixianlu
印制元件	yinzhiyuanjian
应答器	yingdaqi
应答式干扰	yingdashiganrao
荧光	yingguang
荧光屏	yingguangping
荧光数码管	yingguangshumaguan
荧光线宽	yingguangxiankuan
应力腐蚀	yinglifushi
应力感生缺陷	yingliganshengquexian
硬泡	yingpao
膺势发	yingshifa
影象参数	yingxiangcanshu
影响量	yingxiangliang
影像转移	yingxiangzhuanyi
应用层	yingyongceng
永磁材料	yongcicailiao
永磁体	yongciti
用户	yonghu
用户电报	yonghudianbao
用户室内接口	yonghushineijiekou
用户线路	yonghuxianlu
用户小交换机	yonghuxiaojiaohuanji
用户终端业务	yonghuzhongduanyewu
永久存储电路	yongjiucunchudianlu
拥塞	yongse
拥塞控制	yongsekongzhi
游标	youbiao
游动时间	youdongshijian
诱发电位	youfadianwei
有放回抽样	youfanghuichouyang
油封真空泵	youfengzhenkongbeng
有机半导体	youjibandaoti
有机计数器	youjijishuqi
油膜光阀	youmoguangfa
有人增音站	yourenzengyinzhan
右特性	youtexing
有限冲激响应	youxianchongjixiangying
有线电视	youxiandianshi
优先权	youxianquan
有线通信	youxiantongxin
有线遥测	youxianyaoce
有线遥控	youxianyaokong
有限正比区	youxianzhengbiqu
有向图	youxiangtu
有效磁导率	youxiaocidaolv
有效全向辐射功率	youxiaoquanxiangfushegonglv
有效纤芯	youxiaoxianxin
有效效率	youxiaoxiaolv
有效值	youxiaozhi
有效质量	youxiaozhiliang
有源放大区	youyuanfangdaqu
有源干扰	youyuanganrao
有源跟踪	youyuangenzong
有源换能器	youyuanhuannengqi
有源矩阵	youyuanjuzhen
有源器件	youyuanqijian
有源区有源元	youyuanquyouyuanyuan
有源探测	youyuantance
有源网络	youyuanwangluo
有源微波遥感	youyuanweiboyaogan
有源元件	youyuanyuanjian
有源阵	youyuanzhen
有源制导	youyuanzhidao
有载品质因数	youzaipinzhiyinshu
有质动力	youzhidongli
余摆线真空泵	yubaixianzhenkongbeng
预充电周期	yuchongdianzhouqi
预处理	yuchuli
阈电流密度	yudianliumidu
预防性维护	yufangxingweihu
预防性维修	yufangxingweixiu
与非门	yufeimen
预分配	yufenpei
鱼骨天线	yugutianxian
余辉	yuhui
迂回路由	yuhuiluyou
与或门	yuhuomen
预加重网络	yujiazhongwangluo
预警雷达	yujingleida
预扩散	yukuosan
阈逻辑电路	yuluojidianlu
余脉冲	yumaichong
与门	yumen
预乾烤	yuqiankao
预热时间	yureshijian
预烧	yushao
语声信号处理	yushengxinhaochuli
阈探测器	yutanceqi
预调电容器	yutiaodianrongqi
余误差函数	yuwuchahanshu
余隙	yuxi
余象	yuxiang
预压	yuya
阈译码	yuyima
语音编码	yuyinbianma
语音网络	yuyinwangluo
阈值波长	yuzhibochang
阈值电流	yuzhidianliu
阈值电压	yuzhidianya
远场区	yuanchangqu
远程会议	yuanchenghuiyi
远程通信	yuanchengtongxin
原电池	yuandianchi
原电子	yuandianzi
远动学	yuandongxue
远端用户单元	yuanduanyonghudanyuan
远端站	yuanduanzhan
远红外激光器	yuanhongwaijiguangqi
源极	yuanji
圆极化	yuanjihua
元件面	yuanjianmian
圆片	yuanpian
圆扫描	yuansaomiao
元素靶	yuansuba
元素半导体	yuansubandaoti
源随器	yuansuiqi
原型滤波器	yuanxinglvboqi
圆柱形蓄电池	yuanzhuxingxudianchi
圆锥阵	yuanzhuizhen
原子	yuanzi
原子层外延	yuanzicengwaiyan
原子频标	yuanzipinbiao
约定真值	yuedingzhenzhi
约束长度	yueshuchangdu
晕光放电管	yunguangfangdianguan
运流电流	yunliudianliu
运输层	yunshuceng
运输试验	yunshushiyan
运算放大器	yunsuanfangdaqi
云雾室	yunwushi
匀相成核	yunxiangchenghe
运行矩频特性	yunxingjupintexing
允许误差	yunxuwucha
匝比	zabi
杂波	zabo
杂波间可见度	zabojiankejiandu
杂波内可见度	zaboneikejiandu
杂波图	zabotu
杂波下可见度	zaboxiakejiandu
杂化频率	zahuapinlv
杂散响应	zasanxiangying
杂质带	zazhidai
杂质扩散	zazhikuosan
杂质能级	zazhinengji
杂质浓度	zazhinongdu
杂质团	zazhituan
载波	zaibo
载波传输	zaibochuanshu
载波电报	zaibodianbao
载波电话	zaibodianhua
载波进位位	zaibojinweiwei
载波频移	zaibopinyi
载波提取	zaibotiqu
再流焊	zailiuhan
载流子	zailiuzi
载漏	zailou
载频纯度	zaipinchundu
载频恢复	zaipinhuifu
载频同步	zaipintongbu
再生接收机	zaishengjieshouji
再生燃料电池	zaishengranliaodianchi
再现性	zaixianxing
载噪比	zaizaobi
暂态	zantai
早期失效期	zaoqishixiaoqi
噪声等效带宽	zaoshengdengxiaodaikuan
噪声发生器	zaoshengfashengqi
噪声干扰	zaoshengganrao
噪声管	zaoshengguan
噪声雷达	zaoshengleida
噪声容限	zaoshengrongxian
噪声温度	zaoshengwendu
噪声系数	zaoshengxishu
噪声系数测试仪	zaoshengxishuceshiyi
择多译码	zeduoyima
择优取向	zeyouquxiang
增幅管	zengfuguan
增量调制	zengliangtiaozhi
增密工艺	zengmigongyi
增强	zengqiang
增强型模式	zengqiangxingmoshi
增信码	zengxinma
增压真空泵	zengyazhenkongbeng
增益	zengyi
增益饱和	zengyibaohe
增益级	zengyiji
增益裕量	zengyiyuliang
增值网	zengzhiwang
闸阀	zhafa
闸流管	zhaliuguan
窄带放大器	zhaidaifangdaqi
窄带滤波器	zhaidailvboqi
窄带隙半导体	zhaidaixibandaoti
窄电路	zhaidianlu
窄沟效应	zhaigouxiaoying
斩波器	zhanboqi
战场侦察雷达	zhanchangzhenchaleida
占空比	zhankongbi
占空因数	zhankongyinshu
展频	zhanpin
障板	zhangban
张弛振荡器	zhangchizhendangqi
张力计	zhangliji
张量磁导率	zhangliangcidaolv
着火	zhaohuo
着火电压	zhaohuodianya
着火时间	zhaohuoshijian
照射量计	zhaosheliangji
照射量率计	zhaoshelianglvji
锗铋氧化物	zhebiyanghuawu
折合振子	zhehezhenzi
褶积	zheji
锗锂氧化物	zheliyanghuawu
折射	zheshe
锗酸铋	zhesuanbi
锗酸锂	zhesuanli
振荡	zhendang
振荡器	zhendangqi
帧定位	zhendingwei
振动磨	zhendongmo
振动试验	zhendongshiyan
振幅	zhenfu
枕盒天线	zhenhetianxian
针孔	zhenkong
真空	zhenkong
真空泵	zhenkongbeng
真空电容器	zhenkongdianrongqi
真空电子器件	zhenkongdianziqijian
真空电子学	zhenkongdianzixue
真空度	zhenkongdu
真空规	zhenkonggui
真空计	zhenkongji
真空击穿	zhenkongjichuan
真空继电器	zhenkongjidianqi
针孔透镜	zhenkongtoujing
真空微电子学	zhenkongweidianzixue
真空系统	zhenkongxitong
真空荧光显示	zhenkongyingguangxianshi
真空蒸发	zhenkongzhengfa
振铃	zhenling
甄频器	zhenpinqi
真实高度	zhenshigaodu
帧输出变压器	zhenshuchubianyaqi
阵天线	zhentianxian
枕形畸变	zhenxingjibian
阵因子	zhenyinzi
真值	zhenzhi
真值表	zhenzhibiao
正比计数器	zhengbijishuqi
正比区	zhengbiqu
整步转矩	zhengbuzhuanju
正常关断器件	zhengchangguanduanqijian
正常辉光放电	zhengchanghuiguangfangdian
正常开启器件	zhengchangkaiqiqijian
正常凝固	zhengchangninggu
正常文法	zhengchangwenfa
正电子	zhengdianzi
正电子发射	zhengdianzifashe
正电子谱仪	zhengdianzipuyi
蒸发离子泵	zhengfalizibeng
正反馈	zhengfankui
正硅酸乙酯	zhengguisuanyizhi
正极	zhengji
正交变换	zhengjiaobianhuan
正交场放大管	zhengjiaochangfangdaguan
正交场器件	zhengjiaochangqijian
正交极化	zhengjiaojihua
正交调制	zhengjiaotiaozhi
整流变压器	zhengliubianyaqi
整流电阻	zhengliudianzu
整流二极管	zhengliuerjiguan
整流器	zhengliuqi
正切灵敏度	zhengqielingmindu
证实	zhengshi
正铁氧体	zhengtieyangti
正外延	zhengwaiyan
正向导通	zhengxiangdaotong
正向偏置	zhengxiangpianzhi
正向损耗	zhengxiangsunhao
正向阻断	zhengxiangzuduan
整形电路	zhengxingdianlu
正性光刻胶	zhengxingguangkejiao
争用	zhengyong
纸板干电池	zhibangandianchi
制版工艺	zhibangongyi
纸带复凿机	zhidaifuzaoji
制导雷达	zhidaoleida
指点信标	zhidianxinbiao
制动力分配系统	zhidonglifenpeixitong
只读存储器	zhiducunchuqi
直观存储管	zhiguancunchuguan
滞后	zhihou
直滑电位器	zhihuadianweiqi
直接带隙半导体	zhijiedaixibandaoti
直接复合	zhijiefuhe
直接检波式接收机	zhijiejianboshijieshouji
直接禁带半导体	zhijiejindaibandaoti
直接耦合放大器	zhijieouhefangdaqi
直径研磨	zhijingyanmo
治具测试	zhijuceshi
直拉法	zhilafa
直立单晶	zhilidanjing
质量反馈	zhiliangfankui
质量管理	zhiliangguanli
质量控制	zhiliangkongzhi
质量输运	zhiliangshuyun
质量指标	zhiliangzhibiao
指令	zhiling
指令编码	zhilingbianma
指令表	zhilingbiao
指令产生器	zhilingchanshengqi
指令长度	zhilingchangdu
指令格式	zhilinggeshi
指令功能	zhilinggongneng
指令监测	zhilingjiance
指令间隔	zhilingjiange
指令链	zhilinglian
指令码	zhilingma
指令码元	zhilingmayuan
指令容量	zhilingrongliang
指令时延	zhilingshiyan
指令误差	zhilingwucha
指令系统	zhilingxitong
指令遥控	zhilingyaokong
指令字	zhilingzi
直流	zhiliu
直流放大器	zhiliufangdaqi
直流继电器	zhiliujidianqi
直流溅射	zhiliujianshe
滞留时间	zhiliushijian
直漏干扰	zhilouganrao
置乱	zhiluan
枝蔓晶体	zhimanjingti
致命缺陷	zhimingquexian
智能机器人	zhinengjiqiren
智能敏感器	zhinengminganqi
智能时分复用器	zhinengshifenfuyongqi
智能网	zhinengwang
智能仪表	zhinengyibiao
智能仪器	zhinengyiqi
智能用户电报	zhinengyonghudianbao
智能终端	zhinengzhongduan
直耦放大器	zhioufangdaqi
制前	zhiqian
植入式电极	zhirushidianji
志散射	zhisanshe
直射速调管	zhishesudiaoguan
知识产权工作部	zhishichanquangongzuobu
指示管	zhishiguan
指数线	zhishuxian
置位	zhiwei
织纹显露	zhiwenxianlu
直线铁塔	zhixiantieta
直线阵列扫描	zhixianzhenliesaomiao
指向性	zhixiangxing
执行机构	zhixingjigou
执行码	zhixingma
执行器	zhixingqi
执行指令	zhixingzhiling
枝状生长晶体	zhizhuangshengzhangjingti
质子	zhizi
支座绝缘子	zhizuojueyuanzi
中波导航台	zhongbodaohangtai
中波通信	zhongbotongxin
重掺杂	zhongchanza
重掺杂半导体	zhongchanzabandaoti
终点监测	zhongdianjiance
终端电压	zhongduandianya
终端伏尔	zhongduanfuer
终端设备	zhongduanshebei
终端式功率计	zhongduanshigonglvji
终端衰减器	zhongduanshuaijianqi
终端线夹	zhongduanxianjia
中分定理	zhongfendingli
中国半导体行业协会	zhongguobandaotihangyexiehui
中国汽车电子专利态势报告	zhongguoqichedianzizhuanlitaishibaogao
中继段	zhongjiduan
中继线	zhongjixian
中继站	zhongjizhan
中检	zhongjian
终检	zhongjian
中间层	zhongjianceng
中间检查	zhongjianjiancha
中间流	zhongjianliu
终结符	zhongjiefu
中介视觉	zhongjieshijue
重量比功率	zhongliangbigonglv
重量比能量	zhongliangbinengliang
重量枚举器	zhongliangmeijuqi
中能电子衍射	zhongnengdianziyanshe
中频变压器	zhongpinbianyaqi
中频放大器	zhongpinfangdaqi
中频通信	zhongpintongxin
中频抑制比	zhongpinyizhibi
中剖定理	zhongpoudingli
中心互连	zhongxinhulian
中心监护系统	zhongxinjianhuxitong
中心局	zhongxinju
钟形脉冲	zhongxingmaichong
中央处理器	zhongyangchuliqi
中子	zhongzi
中子活化分析	zhongzihuohuafenxi
中子计数管	zhongzijishuguan
中子监测器	zhongzijianceqi
中子嬗变掺杂	zhongzishanbianchanza
中子探测器	zhongzitanceqi
轴承磨擦损耗	zhouchengmocasunhao
周期	zhouqi
周期抖动	zhouqidoudong
周期时间	zhouqishijian
周期图	zhouqitu
周期序列	zhouqixulie
周期周期抖动	zhouqizhouqidoudong
帚状喇叭天线	zhouzhuanglabatianxian
主瓣	zhuban
主泵	zhubeng
驻波	zhubo
主波	zhubo
驻波比	zhubobi
驻波比表	zhubobibiao
驻波天线	zhubotianxian
逐步截尾试验	zhubujieweishiyan
贮藏寿命	zhucangshouming
主从触发器	zhucongchufaqi
贮存期	zhucunqi
贮存寿命	zhucunshouming
主动显示	zhudongxianshi
主反射器	zhufansheqi
主观信息	zhuguanxinxi
驻极体传声器	zhujitichuanshengqi
注浆	zhujiang
主交换子	zhujiaohuanzi
柱面波	zhumianbo
柱面阵	zhumianzhen
主平面	zhupingmian
主腔	zhuqiang
主群	zhuqun
助熔剂法	zhurongjifa
助熔剂提拉法	zhurongjitilafa
注入	zhuru
注入电致发光	zhurudianzhifaguang
注入剂量	zhurujiliang
注入离子	zhurulizi
注入式泵浦	zhurushibengpu
注入锁定技术	zhurusuodingjishu
注入站	zhuruzhan
助视器	zhushiqi
主台	zhutai
助听器	zhutingqi
助行器	zhuxingqi
转发式干扰	zhuanfashiganrao
转换接点	zhuanhuanjiedian
转换率	zhuanhuanlv
转换器	zhuanhuanqi
转换时间	zhuanhuanshijian
转接连接器	zhuanjielianjieqi
转镜式	zhuanjingshi
专线	zhuanxian
转移电子器件	zhuanyidianziqijian
转移特性	zhuanyitexing
专用集成电路	zhuanyongjichengdianlu
专用网	zhuanyongwang
专用小交换机	zhuanyongxiaojiaohuanji
装架工艺	zhuangjiagongyi
状态变量	zhuangtaibianliang
状态反馈	zhuangtaifankui
状态方程	zhuangtaifangcheng
状态空间法	zhuangtaikongjianfa
状态转移矩阵	zhuangtaizhuanyijuzhen
装置瓷	zhuangzhici
锥面波导	zhuimianbodao
锥扫跟踪	zhuisaogenzong
准费米能级	zhunfeiminengji
准分子激光器	zhunfenzijiguangqi
准确度	zhunquedu
准稳态	zhunwentai
准沿面排列	zhunyanmianpailie
准直透镜	zhunzhitoujing
着陆标准	zhuolubiaozhun
着陆雷达	zhuoluleida
自保持继电器	zibaochijidianqi
自差接收机	zichajieshouji
自掺杂	zichanza
自持放电	zichifangdian
自淬灭计数器	zicuimiejishuqi
自动布局布线	zidongbujubuxian
自动测量系统	zidongceliangxitong
自动测试设备	zidongceshishebei
自动电话	zidongdianhua
自动机	zidongji
自动激活电池	zidongjihuodianchi
自动检测器	zidongjianceqi
自动检错重发	zidongjiancuochongfa
自动控制	zidongkongzhi
自动频率控制	zidongpinlvkongzhi
自动请求重发	zidongqingqiuchongfa
自动调节	zidongtiaojie
自动脱落连接器	zidongtuoluolianjieqi
自动音量控制	zidongyinliangkongzhi
自动增益控制	zidongzengyikongzhi
自动指令	zidongzhiling
自动着陆	zidongzhuolu
自对准	ziduizhun
自发发射	zifafashe
自发辐射放大	zifafushefangda
自放电	zifangdian
字符发生器	zifufashengqi
字符显示	zifuxianshi
字符显示器	zifuxianshiqi
自感	zigan
自隔离	zigeli
子宫电描记术	zigongdianmiaojishu
紫光太阳电池	ziguangtaiyangdianchi
子轨迹	ziguiji
自会聚	zihuiju
自激振荡	zijizhendang
自建电场	zijiandianchang
字节	zijie
籽晶	zijing
自举电路	zijudianlu
自举电容器	zijudianrongqi
自聚焦	zijujiao
自聚焦光纤	zijujiaoguangxian
自扩散	zikuosan
自耦变压器	zioubianyaqi
自然线宽	ziranxiankuan
自然语言	ziranyuyan
自适应差分脉码调制	zishiyingchafenmaimatiaozhi
自适应检测器	zishiyingjianceqi
自适应均衡	zishiyingjunheng
自适应控制	zishiyingkongzhi
自适应雷达	zishiyingleida
自适应遥测	zishiyingyaoce
自适应遥控	zishiyingyaokong
自适应增量调制	zishiyingzengliangtiaozhi
自锁模	zisuomo
紫外激光器	ziwaijiguangqi
字线	zixian
自信息	zixinxi
子样本	ziyangben
自由端连接器	ziyouduanlianjieqi
自由空间损耗	ziyoukongjiansunhao
自由振荡	ziyouzhendang
自整角变压器	zizhengjiaobianyaqi
自整角发送机	zizhengjiaofasongji
自整角机	zizhengjiaoji
自整角接收机	zizhengjiaojieshouji
自制动时间	zizhidongshijian
自主导航	zizhudaohang
纵波	zongbo
总电荷	zongdianhe
总负载	zongfuzai
综合孔径	zonghekongjing
综合数字网	zongheshuziwang
综合卫星系统	zongheweixingxitong
综合显示	zonghexianshi
纵横交换机	zonghengjiaohuanji
纵模	zongmo
纵模选择	zongmoxuanze
总损耗	zongsunhao
总压力	zongyali
总有效容量	zongyouxiaorongliang
组重复间隔	zuchongfujiange
阻带	zudai
阻挡层电容	zudangcengdianrong
阻挡接触	zudangjiechu
阻挡能带	zudangnengdai
组合干扰	zuheganrao
组合指令	zuhezhiling
阻剂	zuji
阻抗	zukang
阻抗圆图	zukangyuantu
阻尼系数	zunixishu
阻尼因子	zuniyinzi
阻尼振荡	zunizhendang
阻容耦合放大器	zurongouhefangdaqi
阻塞放电管	zusefangdianguan
阻塞干扰	zuseganrao
阻止本领	zuzhibenling
阻止距离	zuzhijuli
阻值微调	zuzhiweitiao
阻值允差	zuzhiyuncha
组装技术	zuzhuangjishu
组装密度	zuzhuangmidu
钻尖重磨机	zuanjianchongmoji
钻尖分开	zuanjianfenkai
钻尖切削面	zuanjianqiexiaomian
钻尖重曡	zuanjianzhongdie
钻蚀	zuanshi
钻头刃带	zuantourendai
钻轴	zuanzhou
最大超调量	zuidachaotiaoliang
最大功率传输定理	zuidagonglvchuanshudingli
最大熵估计	zuidashangguji
最大相位系统	zuidaxiangweixitong
最佳接收机	zuijiajieshouji
最佳滤波器	zuijialvboqi
最平幅度逼近	zuipingfudubijin
最平时延逼近	zuipingshiyanbijin
最小二乘	zuixiaoercheng
最小检测信噪比	zuixiaojiancexinzaobi
最小熵估计	zuixiaoshangguji
最小熵译码	zuixiaoshangyima
最小时间问题	zuixiaoshijianwenti
最小相位网络	zuixiaoxiangweiwangluo
最小相位系统	zuixiaoxiangweixitong
最优控制理论	zuiyoukongzhililun
最终检查	zuizhongjiancha
坐标转换	zuobiaozhuanhuan
左特性	zuotexing
